,pais,Participación,conteo
,Templo de Santa María Tlacatecpa,0.01%,1
,Templo de Santa María de la Redonda,0.09%,18
,Templo de Santa María la Redonda,0.01%,1
,"Templo de Santa María, Atlihuetzia",0.01%,1
,Templo de Santa Rosa de Viterbo,0.01%,1
,Templo de Santa Úrsula Zimantepec,0.04%,8
,Templo de Santiago,0.01%,1
,"Templo de Santiago Apostol, Nopaluca.",0.01%,1
,Templo de Santiago Apóstol,0.06%,11
,Templo de Santiago del Río,0.02%,3
,Templo de Santo Domingo,0.04%,8
,Templo de Santo Domingo Guzman,0.01%,1
,Templo de Santo Domingo Mixcoac,0.01%,1
,Templo de Santo Domingo de Guzmán,0.06%,12
,Templo de Surite,0.01%,1
,Templo de Tepepayeca,0.01%,1
,Templo de Tinta,0.01%,2
,Templo de Zimatlán de Juárez,0.01%,1
,Templo de la Asunción,0.01%,1
,Templo de la Candelaria,0.01%,1
,Templo de la Compañía,0.01%,1
,Templo de la Comunidad de Churo,0.01%,1
,Templo de la Congregación,0.01%,2
,Templo de la Defensa,0.02%,3
,Templo de la Magdalena,0.01%,1
,Templo de la Merced,0.04%,8
,Templo de la Purificación o la Candelaria,0.12%,23
,Templo de la Santa Vera Cruz y San Felipe Neri,0.02%,3
,Templo de la Santa Veracruz,0.01%,2
,Templo de la Santisimita,0.01%,2
,Templo de la Soledad,0.02%,4
,Templo de la Soledad y la Santa Cruz,0.01%,1
,Templo de la Tercera Orden Franciscana,0.02%,4
,Templo de la Virgen de las Nieves,0.03%,6
,Templo de las Lagrimas de San Pedro,0.01%,1
,Templo de los Santos Reyes,0.01%,1
,Templo de san Bernardino de Siena,0.01%,2
,Templo del Antiguo Hospital Real de San Cosme y San Damián,0.01%,2
,Templo del Antiguo Hospital de San Juan de Dios,0.01%,2
,Templo del Barrio Jesús Tlatempa,0.01%,1
,Templo del Barrio San Juan Texpolco (Calvario),0.01%,1
,Templo del Barrio San Pedro Colomoxco,0.01%,1
,Templo del Barrio de Jesus Tlaltempa,0.01%,2
,Templo del Barrio de Jesús Tlaltempa,0.01%,2
,Templo del Barrio de La Magdalena Coapa,0.01%,1
,Templo del Barrio de San Andresito,0.01%,1
,Templo del Barrio de San Antonio de Padua,0.01%,1
,Templo del Barrio de San Juan Aquiahuac,0.04%,7
,Templo del Barrio de San Miguel Tianguisnahuac,0.03%,6
,Templo del Barrio de San Miguel Xochimehuacán,0.01%,2
,Templo del Barrio de San Pablo Tecama,0.01%,1
,Templo del Barrio de San Pablo Tecamac,0.01%,2
,Templo del Barrio de San Pedro Colomoxco,0.01%,1
,Templo del Barrio de Santa María Xixitla,0.01%,1
,Templo del Barrio de Santiago Mixquitla,0.03%,6
,Templo del Barrio de Santiago Xicotenco,0.03%,5
,Templo del Barrio de Santiago Xicotzingo,0.03%,5
,Templo del Barrio de Santo Niño de Mauilac,0.01%,1
,Templo del Barrio de Santísima María de la Asunción Mexicana,0.01%,1
,Templo del Barrio de la Magdalena,0.01%,2
,Templo del Barrio de la Magdalena Coapa,0.01%,1
,Templo del Barrio de la Santísima Trinidad,0.01%,1
,Templo del Calvario,0.01%,1
,Templo del Carmen,0.04%,7
,Templo del Carmen de Celaya,0.02%,4
,Templo del Carmen de San Ángel,0.02%,4
,Templo del Convento Franciscano,0.02%,4
,Templo del Convento Franciscano de San Luis,0.03%,5
,Templo del Convento Franciscano de Santa María Magdalena,0.03%,6
,Templo del Convento de San Agustín,0.01%,1
,Templo del Convento de la Impresion de las Llagas de San Francisco,0.04%,8
,Templo del Convento de la Impresión de las Llagas de San Francisco,0.13%,24
,Templo del Convento del Carmen,0.05%,9
,Templo del Divino Salvador. San Salvador el Verde,0.01%,1
,Templo del Dulce Nombre de Jesús,0.01%,1
,Templo del Ex Convento de Santa Rosa de Viterbo,0.02%,4
,Templo del Ex Convento de los santos Felipe y Santiago,0.01%,2
,Templo del Ex convento Dominico de Santa Catalina de Siena,0.02%,3
,Templo del Ex convento Dominico de Santa María de Gracia,0.02%,4
,Templo del Ex convento Dominico de Santa Rosa de Lima,0.01%,2
,Templo del Ex convento de San Agustín,0.02%,3
,Templo del Ex convento de San Francisco,0.04%,8
,Templo del Ex convento de San Jerónimo,0.01%,1
,Templo del Ex convento de Santa Clara,0.01%,2
,Templo del Ex convento de Santo Domingo,0.02%,4
,Templo del Ex convento de la Enseñanza,0.03%,5
,Templo del Ex convento de la Merced,0.03%,6
,Templo del Ex convento de la Soledad,0.01%,2
,Templo del Ex convento franciscano de San Martín,0.03%,6
,Templo del Exconvento Agustino de San Juan de Sahagún,0.10%,20
,Templo del Exconvento Concepcionista de Regina Coeli,0.10%,19
,Templo del Exconvento Dominico de Santiago,0.01%,1
,Templo del Exconvento de Nuestra Señora del Carmen,0.01%,1
,Templo del Exconvento de Regina Coeli,0.01%,1
,Templo del Exconvento de San Antonio,0.01%,1
,Templo del Exconvento de San Francisco,0.01%,2
,Templo del Exconvento de Santa Clara,0.03%,6
,Templo del Exconvento de Santo Domingo,0.01%,2
,Templo del Exconvento de Sta. Bárbara de los Franciscanos Dieguinos,0.03%,6
,Templo del Exconvento de la Soledad,0.10%,19
,Templo del Exconvento de la Transverberacion de Sta. Teresa y Nra. Sra. De la Soledad,0.01%,1
,Templo del Exconvento de los Santos Reyes,0.04%,8
,Templo del Excovento de San Francisco de Asís,0.01%,1
,Templo del Guadalupito,0.02%,4
,Templo del Niño Jesús de Ñeque,0.01%,1
,Templo del Refugio,0.01%,2
,Templo del Salvador. San Salvador el Verde.,0.01%,1
,Templo del Santo Niño Perdido,0.02%,3
,Templo del Santo Sepulcro,0.02%,3
,Templo del Señor de la Misericordia,0.01%,1
,Templo del Señor de los Trabajos,0.01%,1
,Templo del Señor del Barrio,0.01%,1
,Templo del Señor del Hospital,0.01%,2
,Templo del ex convento de San José de Capuchinas,0.01%,1
,Templo del ex convento de Santa Catalina de Siena,0.01%,1
,Templo del ex convento franciscano de la Asunción,0.01%,1
,Templo parroquial,0.01%,1
,Templo y Ex convento de San Nicolás de Bari,0.01%,1
,Templo y Exconvento de los Siete Principes,0.02%,3
,Templo y Museo Santa Ana de Maca,0.03%,6
,Tenjo - Robado,0.01%,1
,Teposcolula,0.01%,1
,Tercera Franciscana Seglar,0.01%,1
,Tercera Orden Sao Francisco de Assis,0.01%,1
,Tercera orden Franciscana seglar,0.16%,31
,The Colonial Williamsburg Foundation,0.23%,44
,The Hermitage,0.01%,1
,The Isreal Museum,0.01%,1
,The Museum of Fine Arts,0.03%,6
,Tomado de: Las indias caciques del corpus christi Josefina Muriel,0.01%,2
,Tota,0.01%,1
,Trascoro de la Catedral Quito,0.01%,1
,Tribunal Constitucional del Perú,0.01%,2
,Tuta,0.07%,14
,Tylor Gallery,0.01%,2
,UNAM,0.02%,3
,United States Capitol,0.01%,1
,Universidad Real Pontificia del Magno Antón del Cusco,0.01%,2
,Universidad de Concepción,0.03%,5
,Universidad de Puerto Rico,0.01%,1
,Universidad de Zacatecas,0.01%,1
,Universidad del Claustro de Sor Juana,0.01%,1
,University New Mexico,0.01%,2
,University Of California,0.01%,1
,Valery Taylor Gallery,0.03%,6
,Worcester Art Museum,0.14%,27
,Yale University Art Gallery,0.01%,1
,claustro,0.01%,1
,colección Josefina Muriel,0.01%,1
,iglesia Ilabe,0.01%,1
,s.d.,0.04%,7
,s.i.,0.01%,1
,sd,0.22%,42
,seminario Bogotá,0.01%,1
,¿?,0.35%,67
